FID,STATEFP,COUNTYFP,COUNTYNM,TRACTCE,GEOID,ALAND,AWATER,ASQMI,INTPTLAT,INTPTLON,MSSAID,MSSANM,DEFINITION,TOTALPOVPO,Shape__Area,Shape__Length
143,06,073,San Diego,019903,06073019903,7976950,0,3.07991750337,+33.1781569,-117.1972425,156f,Escondido East/Hidden Meadows/Poway North,Urban,4917,11417951.203125,15159.2360704172
144,06,053,Monterey,014302,06053014302,13982574,410482,5.55724215587,+36.7093302,-121.7718206,108,Carmel Valley/Castroville/Marina/Moss Landing/Ord,Rural,4288,22436457.1015625,27168.0949489819
145,06,013,Contra Costa,308001,06013308001,3728768,0,1.43968426443,+37.9918140,-121.7962474,18e,Brentwood Central and West/Oakley,Urban,7912,6013331.203125,12743.817374639
146,06,065,Riverside,042624,06065042624,49930251,69554,19.3050319075,+33.8897102,-117.1134304,134,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,5296,72755969.6015625,46810.3536901551
147,06,013,Contra Costa,307202,06013307202,703981,0,0.27180915404,+38.0037021,-121.8278013,18d,Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,Urban,4410,1135668.234375,4810.9690859249
148,06,065,Riverside,042730,06065042730,16864425,0,6.51139413228,+33.7592819,-117.1666928,133.1,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,5221,24462050.640625,23848.9466051912
149,06,065,Riverside,042731,06065042731,20569506,27128,7.95240068618,+33.7394656,-117.2214165,133.1,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,8321,29860870.4960938,29442.7212683441
150,06,065,Riverside,042733,06065042733,16302066,0,6.29426388198,+33.6652230,-117.2267421,133.1,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,11850,23595070.8945312,22355.3241901709
151,06,065,Riverside,042737,06065042737,71581031,0,27.637585376,+33.6663741,-117.0779511,133.1,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,2888,103606729.992188,57559.0079725707
152,06,065,Riverside,042745,06065042745,38230232,0,14.7607751869,+33.7782790,-117.0632869,133.2,Homeland/Lakeview/San Jacinto,Urban,6015,55477765.5976562,36999.6353076215
153,06,065,Riverside,043007,06065043007,16549604,0,6.38983816325,+33.7167408,-117.4192829,131a,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,Urban,7403,23981814.3320312,27498.4108417734
154,06,065,Riverside,043246,06065043246,13012569,6543,5.02670824016,+33.5134722,-117.0704108,131b,French Valley/Murrieta East/Temecula/Winchester,Urban,6770,18776929.0039062,17969.5972008258
155,06,065,Riverside,043254,06065043254,52811824,25895,20.4007579058,+33.4547692,-117.1565512,131c,Temecula South,Urban,5506,76098680.2890625,53612.1569402832
156,06,065,Riverside,043265,06065043265,4479644,522,1.72980241076,+33.4917233,-117.0839947,131c,Temecula South,Urban,8201,6458700.7578125,17373.5664607657
157,06,065,Riverside,043267,06065043267,5293213,0,2.04372226502,+33.5207847,-117.1047071,131b,French Valley/Murrieta East/Temecula/Winchester,Urban,5723,7635848.67578125,12494.0370249364
158,06,065,Riverside,043272,06065043272,63575075,21004,24.5545685192,+33.5522152,-117.3020438,131c,Temecula South,Urban,5131,91804714.3320312,49003.937840712
159,06,065,Riverside,041913,06065041913,4206042,0,1.62396299107,+33.8641466,-117.6208085,135f,Corona South/El Cerrito/Temescal,Urban,5371,6115751.81640625,14122.7762752099
160,06,065,Riverside,043008,06065043008,30299092,0,11.6984552319,+33.6671772,-117.4175994,131a,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,Urban,6717,43855693.0039062,54576.8409088221
161,06,065,Riverside,043813,06065043813,322882633,0,124.66564668,+33.9343336,-116.8252484,134,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,4468,470251148.648438,143884.362787288
162,06,065,Riverside,044516,06065044516,10457047,0,4.03748900448,+33.9393721,-116.4759837,129.4,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,5446,15231560.0195312,19545.0606771001
163,06,029,Kern,000906,06029000906,1316502,0,0.508301768649,+35.3796683,-118.9406532,66a,Bakersfield Northeast/Oildale,Urban,4546,1984791.45703125,6167.18681531047
164,06,053,Monterey,012302,06053012302,563390,0,0.217524942728,+36.6199026,-121.9174657,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,2249,876280.734375,5665.05353106013
165,06,053,Monterey,012401,06053012401,784182,555380,0.517206438325,+36.6228559,-121.9132892,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,1660,2083707.1328125,7989.23852847716
166,06,053,Monterey,012402,06053012402,2824305,945428,1.45550184752,+36.6262314,-121.9319044,110,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,2761,5864674.30078125,11442.1957537092
167,06,029,Kern,000907,06029000907,1270876,0,0.490687981494,+35.3797370,-118.9229278,66a,Bakersfield Northeast/Oildale,Urban,2235,1916017.24609375,5788.95764853465
168,06,029,Kern,000908,06029000908,2114219,0,0.81630486629,+35.4020275,-118.9413337,66a,Bakersfield Northeast/Oildale,Urban,4608,3189218.8046875,7545.99034729732
169,06,029,Kern,000909,06029000909,2701826,0,1.04318089297,+35.3898279,-118.9394705,66a,Bakersfield Northeast/Oildale,Urban,2544,4074377.8203125,8002.66139218422
170,06,111,Ventura,007516,06111007516,1329720,0,0.513406354974,+34.2499867,-118.8169685,240c,Simi Valley West/Thousand Oaks East,Urban,3466,1950978.5078125,9640.13217278133
171,06,111,Ventura,004507,06111004507,194240,0,0.0749957548149,+34.1511673,-119.1851758,241b,Oxnard North Central,Urban,3244,284327.65234375,2554.21010917113
172,06,111,Ventura,001901,06111001901,1738736,0,0.671330422886,+34.2771069,-119.2516503,241c,Ventura,Urban,3666,2552730.625,6918.54883102737
173,06,111,Ventura,004508,06111004508,453045,0,0.174921553009,+34.1510661,-119.1808310,241b,Oxnard North Central,Urban,4225,663169.734375,3312.59193180337
174,06,111,Ventura,002302,06111002302,3157746,16121,1.22543592819,+34.3139794,-119.2805470,241c,Ventura,Urban,4341,4662721.51953125,17034.7061104772
175,06,111,Ventura,002301,06111002301,600381,0,0.231807693155,+34.2905478,-119.2995884,241c,Ventura,Urban,1828,881727.09765625,5824.89220756576
176,06,111,Ventura,005804,06111005804,4183931,0,1.61542512145,+34.1724294,-118.9779880,240b,Thousand Oaks Central and West,Urban,5342,6127537.26953125,14943.0531006516
177,06,111,Ventura,001510,06111001510,1472237,1388,0.568970238346,+34.2716419,-119.2011606,241c,Ventura,Urban,2233,2163145.75390625,6927.659055618
178,06,111,Ventura,005307,06111005307,2687662,0,1.03771185485,+34.2314005,-119.0079238,239,Camarillo/Moorpark,Urban,6626,3941648.99609375,8549.24018653808
179,06,111,Ventura,001801,06111001801,2172054,0,0.838634684997,+34.2798973,-119.2288045,241c,Ventura,Urban,3750,3189114.16015625,8192.13826223359
180,06,111,Ventura,001508,06111001508,1295476,0,0.500187466204,+34.2667412,-119.2234201,241c,Ventura,Urban,5042,1901495.8359375,6579.41437041577
181,06,111,Ventura,005006,06111005006,2715080,0,1.04829664716,+34.2459353,-119.1548027,241b,Oxnard North Central,Urban,2814,3983216.95703125,8640.20621164178
182,06,111,Ventura,009400,06111009400,2509217,2158,0.969648103682,+34.2837188,-119.2043463,241c,Ventura,Urban,2070,3687321.54296875,8163.20255975779
183,06,111,Ventura,008501,06111008501,2477647,10600,0.960718258611,+34.2885019,-118.7332122,240a,Simi Valley East,Urban,4311,3654058.125,9377.60954583985
184,06,111,Ventura,001303,06111001303,2587306,166671,1.06331496955,+34.2782720,-119.1543682,237,Fillmore/Los Padres National Forest/Piru/Santa Paula/Saticoy,Rural,4637,4043344.21484375,9496.41978609832
185,06,111,Ventura,009500,06111009500,145439299,16701968,62.6031632081,+34.3623765,-119.3512684,238,Meiners Oaks/Oak View/Ojai,Rural,3128,238543358.519531,94102.4323136636
186,06,111,Ventura,009700,06111009700,2523675155,12368892,979.171954874,+34.6020430,-119.0197918,237,Fillmore/Los Padres National Forest/Piru/Santa Paula/Saticoy,Rural,3146,3754171530.19141,372618.193165499
187,06,111,Ventura,005602,06111005602,101177085,0,39.0646891788,+34.1575595,-119.0391300,240b,Thousand Oaks Central and West,Urban,4962,148177183.21875,80789.0004615589
188,06,111,Ventura,001304,06111001304,853755,0,0.329633444543,+34.2795999,-119.1655535,237,Fillmore/Los Padres National Forest/Piru/Santa Paula/Saticoy,Rural,2619,1253505.953125,4871.44319205769
189,06,111,Ventura,008601,06111008601,659734,0,0.254723642598,+34.1947408,-119.1897312,241b,Oxnard North Central,Urban,4815,966709.47265625,5009.38820366476
190,06,111,Ventura,003102,06111003102,1078228,0,0.416305202118,+34.2133661,-119.1636554,241b,Oxnard North Central,Urban,4980,1580624.65625,5289.16677115665
191,06,111,Ventura,009200,06111009200,2457061,12032,0.953322095925,+34.2284297,-119.1729010,241b,Oxnard North Central,Urban,5482,3620765.921875,11105.5638893808
192,06,111,Ventura,003618,06111003618,3831746,4200091,3.10111753683,+34.0110019,-119.4256973,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,2094,11726881.125,39051.0707267659
193,06,111,Ventura,003613,06111003613,976023,0,0.376844039274,+34.1939200,-119.2145657,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,5085,1430144.77734375,4884.9485190608
194,06,111,Ventura,008602,06111008602,709995,0,0.274130546197,+34.1930055,-119.1827568,241b,Oxnard North Central,Urban,3182,1040318.83984375,4684.28834758866
195,06,111,Ventura,003614,06111003614,1212585,0,0.468180721386,+34.1858045,-119.2147296,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,4630,1776434.046875,5366.21776390581
196,06,111,Ventura,003302,06111003302,1210139,0,0.467236099556,+34.2133746,-119.1824374,241b,Oxnard North Central,Urban,6142,1773998.984375,5471.33783620121
197,06,111,Ventura,005601,06111005601,2673600,0,1.03228170056,+34.2107165,-119.0229506,240b,Thousand Oaks Central and West,Urban,5209,3919115.34375,8262.22820355858
198,06,111,Ventura,006101,06111006101,3147448,0,1.21523669555,+34.1979561,-118.9159700,240b,Thousand Oaks Central and West,Urban,3922,4612332.1640625,17909.1610529201
199,06,111,Ventura,006102,06111006102,7611665,0,2.93886288878,+34.1986115,-118.9349149,240b,Thousand Oaks Central and West,Urban,4372,11154407.2265625,16711.433122485
200,06,111,Ventura,009300,06111009300,152749013,248409,59.0726449333,+34.2976989,-119.0145578,239,Camarillo/Moorpark,Urban,5523,224697835.191406,85327.2299439272
201,06,111,Ventura,005308,06111005308,3097963,0,1.19612762209,+34.2213174,-119.0154067,239,Camarillo/Moorpark,Urban,2789,4542298.6015625,12190.9900994422
202,06,111,Ventura,005005,06111005005,1681891,0,0.649381078443,+34.2324626,-119.1641620,241b,Oxnard North Central,Urban,4382,2466673.60546875,6205.77437049822
203,06,095,Solano,250801,06095250801,38688892,58649088,37.5826234626,+38.1293945,-122.3302426,204,Vallejo,Urban,3928,157479932.703125,57385.8481002241
204,06,095,Solano,252915,06095252915,14623578,25247,5.65594159071,+38.3191257,-121.9246180,202a,Vacaville,Urban,6080,23836150.3046875,23610.893525966
205,06,095,Solano,252314,06095252314,1791438,0,0.691679004718,+38.2770036,-122.0358467,202b,Fairfield,Urban,4344,2911512.16015625,7793.78201132005
206,06,085,Santa Clara,506703,06085506703,1354461,0,0.522960298855,+37.2646993,-121.9669404,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,3450,2142350.33984375,6874.00053826067
207,06,013,Contra Costa,359202,06013359202,9690725,0,3.74160071305,+37.9831992,-122.2501115,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,6888,15624441.0703125,25349.1742091884
208,06,103,Tehama,001101,06103001101,163362307,356465,63.2121722944,+39.8852079,-122.2174576,222,Corning/Los Molinos/Tehama/Vina,Rural,1872,278379298.128906,81960.1931530037
209,06,029,Kern,000902,06029000902,1325575,0,0.511807507363,+35.4050165,-118.9631281,66a,Bakersfield Northeast/Oildale,Urban,3088,1999726.05078125,6067.91473084239
210,06,057,Nevada,001205,06057001205,59575396,271233,23.1070405798,+39.3423480,-120.1090918,114,North Bloomfield/North San Juan/Truckee,Rural,5214,100199858.199219,47378.0441396669
211,06,029,Kern,001700,06029001700,3615010,72401,1.42371505417,+35.3786716,-119.0333990,66d,Bakersfield Northwest/Rosedale,Urban,3744,5559158.8125,10684.7472034231
212,06,037,Los Angeles,300200,06037300200,1943986,10136,0.754488325473,+34.2283768,-118.2386852,78.2rr,Glendale Northeast/La Canada-Flintridge/La Crescenta/Montrose/Sunland/Tujunga/Verdugo City,Urban,5378,2865626.30859375,8208.99562996848
213,06,085,Santa Clara,504802,06085504802,1830759,0,0.706859071869,+37.4003903,-121.9911751,183o,Milpitas West/Santa Clara Northeast,Urban,5165,2906097.84375,8062.82280721409
214,06,085,Santa Clara,505402,06085505402,1064750,0,0.411100992359,+37.3461125,-121.9734997,183n,Santa Clara South and West,Urban,2992,1687729.10546875,5486.14970084836
215,06,085,Santa Clara,508601,06085508601,1322543,0,0.510636289104,+37.3759323,-122.0410019,183c,Sunnyvale South,Urban,3762,2098012.62890625,5869.77659543121
216,06,029,Kern,002302,06029002302,2390586,0,0.923010470096,+35.3597374,-118.9751070,66b,Bakersfield East/Lakeview/La Loma,Urban,4275,3602362.1875,7737.83074321696
217,06,085,Santa Clara,507807,06085507807,997039,0,0.384957950823,+37.3124132,-122.0405536,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,3557,1578996.6171875,6162.80062165441
218,06,029,Kern,006202,06029006202,374992924,755424,145.077242655,+35.1821665,-118.8856972,61,Arvin/Lamont/Weed Patch,Rural,8595,563684607.894531,149733.900219821
219,06,085,Santa Clara,508301,06085508301,1973643,0,0.762026470966,+37.3448268,-122.0570907,183c,Sunnyvale South,Urban,4418,3128308.16796875,7305.82795888867
220,06,085,Santa Clara,506000,06085506000,1339295,0,0.51710666191,+37.3379084,-121.9621875,183n,Santa Clara South and West,Urban,4815,2122463.5859375,7231.76881846114
221,06,111,Ventura,004704,06111004704,19630294,0,7.57929768118,+34.1712644,-119.1187368,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,1540,28748570.4296875,23761.8058850335
222,06,001,Alameda,410000,06001410000,6550967,145283,2.58543646668,+37.7447940,-122.1335017,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,3358,10727163.640625,14900.2189917203
223,06,113,Yolo,010401,06113010401,348856897,8188502,137.85596298,+38.4284581,-121.6491713,245,Bryte/Broderick/Clarksburg/Riverview/West Sacramento,Urban,4640,582774552.667969,114613.685994797
224,06,073,San Diego,017022,06073017022,4465535,11354,1.72853704782,+32.9046416,-117.1049363,161v,Mira Mesa/Scripps Miramar Ranch,Urban,5317,6368861.09765625,11759.5251286003
225,06,073,San Diego,009901,06073009901,5639924,1665633,2.82069290546,+32.6853619,-117.2455744,161n,Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand,Urban,0,10342930.6015625,22820.5707916191
226,06,073,San Diego,017045,06073017045,1950190,0,0.752971373825,+32.9301307,-117.0679405,161v,Mira Mesa/Scripps Miramar Ranch,Urban,2494,2775899.703125,8572.02804459368
227,06,073,San Diego,013503,06073013503,2761169,0,1.06609237504,+32.7392499,-116.9812065,161i,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,Urban,6203,3913546.546875,8818.29918468324
228,06,073,San Diego,020017,06073020017,4884095,0,1.88575891581,+33.1484967,-117.2227552,156d,Oceanside East/San Marcos West/Vista,Urban,3011,6986251.19921875,13901.2676050573
229,06,073,San Diego,015403,06073015403,3070763,0,1.18562889206,+32.7707042,-116.9501574,161i,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,Urban,2550,4355402.4375,8732.70800589276
230,06,073,San Diego,010103,06073010103,3340456,3447455,2.62082848766,+32.5996071,-117.0958443,161j,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,Urban,7196,9589999.25390625,16875.356418924
231,06,073,San Diego,009505,06073009505,17512201,24725,6.77104278579,+32.8437051,-117.0656323,161o,Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta,Urban,7179,24910330.6210938,23372.9301849143
232,06,085,Santa Clara,507903,06085507903,1502905,0,0.580276061864,+37.3026197,-122.0102044,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,5680,2379525.796875,6803.59323663795
233,06,085,Santa Clara,507904,06085507904,1278385,0,0.493586659775,+37.3019065,-122.0019032,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,3221,2024002.34375,6397.76909375023
234,06,085,Santa Clara,504412,06085504412,970313,0,0.374639788969,+37.4394547,-121.8817696,183b,Berryessa/East San Jose/Milpitas East,Urban,4918,1541844.109375,5203.82174646142
235,06,085,Santa Clara,504413,06085504413,632750,0,0.244305408963,+37.4373395,-121.9046561,183o,Milpitas West/Santa Clara Northeast,Urban,1969,1005391.97265625,4676.29168350137
236,06,073,San Diego,018601,06073018601,4352142,44765,1.69763760619,+33.2266523,-117.3615455,156a,Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside,Urban,5077,6300008.828125,15248.1050697932
237,06,073,San Diego,008303,06073008303,4406128,0,1.70121486545,+32.8407730,-117.2571775,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,3471,6259172.125,10881.1894749563
238,06,073,San Diego,006200,06073006200,3629217,0,1.4012503806,+32.7318242,-117.1920308,161n,Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand,Urban,0,5143037.765625,16748.9929083248
239,06,073,San Diego,012200,06073012200,1724142,47893,0.684185710046,+32.6639283,-117.0738537,161g,Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest,Urban,3661,2507380.2890625,6943.63416614826
240,06,111,Ventura,003616,06111003616,3112836,538418,1.40975278866,+34.1876521,-119.2298656,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,4040,5349284.984375,10612.4267283202
241,06,111,Ventura,003901,06111003901,609224,0,0.235221754679,+34.1826183,-119.1747494,241b,Oxnard North Central,Urban,3093,892443.19921875,4405.37703925786
242,06,085,Santa Clara,506606,06085506606,1200215,0,0.463404223849,+37.2902558,-121.9687338,183n,Santa Clara South and West,Urban,4963,1899652.609375,5667.76989759458
243,06,053,Monterey,014105,06053014105,5069338,0,1.95728746282,+36.6605315,-121.7650065,108,Carmel Valley/Castroville/Marina/Moss Landing/Ord,Rural,3090,7893015.51171875,14996.367171003
244,06,085,Santa Clara,504506,06085504506,1801461,0,0.695546785527,+37.4503166,-121.9162075,183o,Milpitas West/Santa Clara Northeast,Urban,7047,2863373.7421875,7735.36819932454
245,06,085,Santa Clara,504507,06085504507,1770770,0,0.683699106082,+37.4358428,-121.9128553,183o,Milpitas West/Santa Clara Northeast,Urban,5871,2813520.578125,7969.96228525146
