Census_Tract,ALAND,County,MSSA_ID,MSSA_Name,MSSA_Type,RN_Area_ID,RN_Area_Name
06001450604,2113004,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450605,1770809,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450606,2028172,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450607,4826715,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450741,2097855,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450742,7261246,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450743,4333270,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450744,2648934,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450745,5341893,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450746,1733951,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450750,1661234,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450751,9988730,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001450752,17421881,Alameda,2k,Dublin/Pleasanton/Santa Rita/Sunol,Urban,30,Concord/Vallejo Area
06001440304,977966,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001440305,928518,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001440306,674884,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001440307,1405893,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001440331,1857327,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001440332,2276489,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001440333,2512792,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001440334,1025588,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441100,15151115,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441200,3241562,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441301,3293444,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441302,1994667,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441401,1888872,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441402,1634518,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441501,2624983,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441521,1711305,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441522,1307238,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441800,2038658,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441924,2184641,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001441925,3002977,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001442000,8126497,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001442100,1836849,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001442200,4210755,Alameda,2l,Fremont East/Niles/Union City Central,Urban,31,Oakland/Hayward Area
06001401300,858459,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001403501,669872,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001403502,182461,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001403600,391491,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001403701,173947,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001403702,199100,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001403800,652450,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001403900,493102,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001404501,1087924,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001404502,3071447,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001404600,4827839,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001404700,1200168,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001404800,628405,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001404900,1011185,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001405000,800378,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001405100,1256531,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001405200,858122,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001406601,747404,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001406602,414724,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001406700,1683727,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001406800,912527,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001406900,873127,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001407000,862936,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001407800,1234691,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001407900,1099097,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001408000,1955676,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001408100,8935570,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001408300,1521670,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001409800,1790024,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001426100,3043956,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001426200,1358211,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,31,Oakland/Hayward Area
06001435300,1288755,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001436200,644507,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001436401,3116600,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001436500,1966827,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001436601,1083577,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001436602,894284,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001436700,798274,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001436800,1025366,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001436900,1207092,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001437400,858407,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001437500,633556,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001437600,818977,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001437701,484105,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001437702,371488,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001437800,1275626,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001437900,674754,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001438000,2432814,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001438100,2007040,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001438201,983498,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001438203,5286791,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001438204,1489859,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001440200,1160876,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001440301,4286107,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06001440308,1838207,Alameda,2n,Hayward Central,Urban,31,Oakland/Hayward Area
06003010000,1912292630,Alpine,3,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,21,South Lake Tahoe/Mesa Vista Area
06005000301,195548204,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,24,Rancho Calaveras/Jackson Area
06005000303,136244604,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,24,Rancho Calaveras/Jackson Area
06005000304,141709210,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,24,Rancho Calaveras/Jackson Area
06005000401,42399270,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,24,Rancho Calaveras/Jackson Area
06005000402,73232658,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,24,Rancho Calaveras/Jackson Area
06005000500,108430163,Amador,4,Ione/Jackson/Pine Grove/Sutter Creek,Rural,24,Rancho Calaveras/Jackson Area
06005000200,323145352,Amador,5,Plymouth,Rural,24,Rancho Calaveras/Jackson Area
06005000101,63019971,Amador,6,Pioneer,Rural,24,Rancho Calaveras/Jackson Area
06005000102,456204145,Amador,6,Pioneer,Rural,24,Rancho Calaveras/Jackson Area
06007002500,129322698,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007002601,20082985,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007002602,18244927,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007002700,13027059,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007002800,4245047,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007002900,6395476,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007003001,2307905,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007003002,16689822,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007003100,12324357,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007003200,39386031,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007003300,308476513,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007003700,106859750,Butte,10,Oroville/Palermo/Thermalito,Rural,14,Yuba City/Linda Area
06007002400,1106587629,Butte,11,Berry Creek/Brownsville/Concow/Feather Falls/Forbestown,Frontier,14,Yuba City/Linda Area
